,index,isp,ik,ib,1s,2s,2p,3s,3p,3d,4s,4p,4d,5s,5p,5d,6s,6p,sum,EF_PBE,EF_HSE,eig_PBE,eig_HSE,eigshift(eV)
118,118,0,2,10,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.2130,0.0040,0.0010,0.0000,0.0000,0.0000,0.2190,-3.69609673,-4.26947709,0.31126410,-1.03365837,-1.34492247
119,119,0,2,11,0.0000,0.0020,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.2080,0.0000,0.0000,0.0000,0.0000,0.0000,0.2400,-3.51642185,-4.12639407,0.49093898,-0.89057535,-1.38151433
120,120,0,2,12,0.0000,0.0000,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.0020,0.0020,0.0000,0.0000,0.0000,0.1450,-3.25044915,-3.89703103,0.75691168,-0.66121231,-1.41812399
121,121,0,2,13,0.0000,0.0000,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.3090,0.0000,0.0000,0.0000,0.0000,0.0000,0.3300,-3.25044801,-3.89703029,0.75691282,-0.66121157,-1.41812439
122,122,0,2,14,0.0000,0.0010,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.2300,0.0000,0.0010,0.0000,0.0000,0.0000,0.2380,-3.06528944,-3.68944509,0.94207139,-0.45362637,-1.39569776
123,123,0,2,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2280,0.0000,0.0020,0.0000,0.0000,0.0000,0.2300,-3.04456734,-3.65444163,0.96279349,-0.41862291,-1.38141640
124,124,0,2,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,-2.90862546,-3.57933711,1.09873537,-0.34351839,-1.44225376
125,125,0,2,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.1220,-2.84314286,-3.48822312,1.16421797,-0.25240440,-1.41662237
126,126,0,2,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3540,0.0000,0.0000,0.0000,0.0000,0.0000,0.3540,-2.84314110,-3.48822223,1.16421973,-0.25240351,-1.41662324
127,127,0,2,19,0.0000,0.0020,0.0510,0.0000,0.0000,0.0000,0.0000,0.0000,0.1780,0.0100,0.0040,0.0000,0.0000,0.0000,0.2450,-2.77600997,-3.39668361,1.23135086,-0.16086489,-1.39221575
128,128,0,2,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2430,0.0000,0.0000,0.0000,0.0000,0.0000,0.2430,-2.73529163,-3.24504541,1.27206920,-0.00922669,-1.28129589
129,129,0,2,21,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,-2.60603165,-3.24504490,1.40132918,-0.00922618,-1.41055536
130,130,0,2,22,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.4720,-2.60602824,-3.20852040,1.40133259,0.02729832,-1.37403427
131,131,0,2,23,0.0000,0.0000,0.1590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0410,0.0010,0.0200,0.0000,0.0000,0.0000,0.2210,-1.77559188,-2.10237603,2.23176895,1.13344269,-1.09832626
132,132,0,2,24,0.0000,0.0000,0.1590,0.0000,0.0000,0.0000,0.0000,0.0000,0.2310,0.0000,0.0000,0.0000,0.0000,0.0000,0.3900,-1.77558893,-2.10237426,2.23177190,1.13344446,-1.09832744
133,133,0,2,25,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.1120,0.0340,0.0120,0.0000,0.0000,0.0000,0.2080,-1.64391619,-1.79369930,2.36344464,1.44211942,-0.92132522
134,134,0,2,26,0.0000,0.0000,0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.1570,-0.28450900,-0.37457825,3.72285183,2.86124047,-0.86161136
135,135,0,2,27,0.0000,0.0000,0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.2260,0.0580,0.0000,0.0000,0.0000,0.0000,0.4040,-0.28450612,-0.37457676,3.72285471,2.86124196,-0.86161275
136,136,0,2,28,0.0000,0.0410,0.0850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0860,0.0280,0.0060,0.0000,0.0000,0.0000,0.2460,1.08082701,2.21346587,5.08818784,5.44928459,0.36109675
137,137,0,2,29,0.0000,0.0120,0.1330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0540,0.0120,0.0240,0.0000,0.0000,0.0000,0.2350,2.75390705,3.92460492,6.76126788,7.16042364,0.39915576
138,138,0,2,30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0000,0.0760,0.0000,0.0000,0.0000,0.0940,3.49572572,4.57119578,7.50308655,7.80701450,0.30392795
139,139,0,2,31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0000,0.0780,0.0000,0.0000,0.0000,0.1000,6.28433796,7.54156593,10.29169879,10.77738465,0.48568586
140,140,0,2,32,0.0000,0.0000,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000,0.0160,0.0000,0.0000,0.0000,0.1000,6.79683019,8.37115961,10.80419102,11.60697833,0.80278731
141,141,0,2,33,0.0000,0.0000,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,0.1980,0.0000,0.0000,0.0000,0.0000,0.3110,6.79683548,8.53264712,10.80419631,11.76846584,0.96426953
142,142,0,2,34,0.0000,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0320,0.0560,0.0000,0.0000,0.0000,0.1230,6.93801483,8.53265132,10.94537566,11.76847004,0.82309438
143,143,0,2,35,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.0090,0.0000,0.0000,0.0000,0.0750,7.80077202,9.12529089,11.80813285,12.36110961,0.55297676
144,144,0,2,36,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0040,0.1050,0.0000,0.0000,0.0000,0.1260,7.80077317,9.12529204,11.80813400,12.36111076,0.55297676
145,145,0,2,37,0.0000,0.0080,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0040,0.0580,0.0000,0.0000,0.0000,0.1290,10.14109194,11.67763676,14.14845277,14.91345548,0.76500271
146,146,0,2,38,0.0000,0.0070,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0540,0.0530,0.0000,0.0000,0.0000,0.1510,11.18152842,12.93607986,15.18888925,16.17189858,0.98300933
147,147,0,2,39,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.1010,0.0000,0.0000,0.0000,0.1730,12.44202659,13.89400179,16.44938742,17.12982051,0.68043309
148,148,0,2,40,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0280,0.0350,0.0000,0.0000,0.0000,0.1250,12.44203070,14.16733587,16.44939153,17.40315459,0.95376306
149,149,0,2,41,0.0000,0.0010,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0390,0.0160,0.0000,0.0000,0.0000,0.0000,0.0640,12.52787741,14.16734022,16.53523824,17.40315894,0.86792070
150,150,0,2,42,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0370,0.0700,0.0000,0.0000,0.0000,0.1110,13.18793410,14.81529216,17.19529493,18.05111088,0.85581595
151,151,0,2,43,0.0000,0.0000,0.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0000,0.0930,0.0000,0.0000,0.0000,0.1390,13.87509002,15.44315308,17.88245085,18.67897180,0.79652095
152,152,0,2,44,0.0000,0.0000,0.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0040,0.0930,0.0000,0.0000,0.0000,0.1350,13.87509598,15.61335142,17.88245681,18.84917014,0.96671333
153,153,0,2,45,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0590,0.0000,0.0110,0.0000,0.0000,0.0000,0.0730,14.00551106,15.61335722,18.01287189,18.84917594,0.83630405
154,154,0,2,46,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0560,0.0000,0.0140,0.0000,0.0000,0.0000,0.0700,15.74807917,17.22948622,19.75544000,20.46530494,0.70986494
155,155,0,2,47,0.0000,0.0000,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0010,0.0080,0.0000,0.0000,0.0000,0.0460,16.24989396,17.93919872,20.25725479,21.17501744,0.91776265
156,156,0,2,48,0.0000,0.0000,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0240,0.1200,0.0000,0.0000,0.0000,0.1800,16.24989552,17.93919957,20.25725635,21.17501829,0.91776194
157,157,0,2,49,0.0000,0.0190,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0570,0.0000,0.0230,0.0000,0.0000,0.0000,0.1000,17.59804500,19.25747949,21.60540583,22.49329821,0.88789238
158,158,0,2,50,0.0000,0.0040,0.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0020,0.0540,0.0000,0.0000,0.0000,0.1310,18.23469117,20.06194626,22.24205200,23.29776498,1.05571298
159,159,0,2,51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0310,0.0000,0.0080,0.0000,0.0000,0.0000,0.0390,20.81541944,22.41645566,24.82278027,25.65227438,0.82949411
160,160,0,2,52,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,21.37117875,23.05968814,25.37853958,26.29550686,0.91696728
161,161,0,2,53,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0470,0.0090,0.0120,0.0000,0.0000,0.0000,0.0720,21.37118187,23.05969119,25.37854270,26.29550991,0.91696721
162,162,0,3,0,0.0000,0.7560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0060,0.0060,0.0000,0.0000,0.0000,0.7770,-18.13024840,-19.79066543,-14.12288757,-16.55484671,-2.43195914
163,163,0,3,1,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0050,0.0060,0.0000,0.0000,0.0000,0.0210,-18.13023785,-19.79065819,-14.12287702,-16.55483947,-2.43196245
164,164,0,3,2,0.0000,0.0000,0.1770,0.0000,0.0000,0.0000,0.0000,0.0000,0.2260,0.0220,0.0000,0.0000,0.0000,0.0000,0.4250,-5.86692025,-6.37721751,-1.85955942,-3.14139879,-1.28183937
165,165,0,3,3,0.0000,0.0000,0.1770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.1790,-5.86691918,-6.37721457,-1.85955835,-3.14139585,-1.28183750
166,166,0,3,4,0.0000,0.0000,0.3490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0920,0.0090,0.0080,0.0000,0.0000,0.0000,0.4580,-5.36191642,-5.85690215,-1.35455559,-2.62108343,-1.26652784
167,167,0,3,5,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0890,0.0090,0.0080,0.0000,0.0000,0.0000,0.1150,-5.36190795,-5.85689527,-1.35454712,-2.62107655,-1.26652943
168,168,0,3,6,0.0000,0.0000,0.1450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.0000,0.0000,0.0000,0.1680,-4.98642513,-5.56348844,-0.97906430,-2.32766972,-1.34860542
169,169,0,3,7,0.0000,0.0000,0.1450,0.0000,0.0000,0.0000,0.0000,0.0000,0.2190,0.0000,0.0000,0.0000,0.0000,0.0000,0.3640,-4.98642504,-5.56348693,-0.97906421,-2.32766821,-1.34860400
170,170,0,3,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0030,-3.66184840,-4.27347233,0.34551243,-1.03765361,-1.38316604
171,171,0,3,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3830,0.0240,0.0000,0.0000,0.0000,0.0000,0.4070,-3.66184464,-4.27347177,0.34551619,-1.03765305,-1.38316924
172,172,0,3,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0040,0.0000,0.0000,0.0000,0.0120,-3.42747335,-4.09117347,0.57988748,-0.85535475,-1.43524223
173,173,0,3,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4350,0.0000,0.0000,0.0000,0.0000,0.0000,0.4350,-3.42746953,-4.09117242,0.57989130,-0.85535370,-1.43524500
174,174,0,3,12,0.0000,0.0010,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000,0.0030,0.0000,0.0000,0.0000,0.0220,-3.30193157,-3.85865541,0.70542926,-0.62283669,-1.32826595
175,175,0,3,13,0.0000,0.0020,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.4240,0.0050,0.0000,0.0000,0.0000,0.0000,0.4380,-3.30192853,-3.85865471,0.70543230,-0.62283599,-1.32826829
176,176,0,3,14,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0100,-3.13027627,-3.79165974,0.87708456,-0.55584102,-1.43292558
177,177,0,3,15,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.4510,0.0000,0.0000,0.0000,0.0000,0.0000,0.4590,-3.13027314,-3.79165928,0.87708769,-0.55584056,-1.43292825
178,178,0,3,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.95158158,-3.59740255,1.05577925,-0.36158383,-1.41736308
179,179,0,3,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4690,0.0020,0.0000,0.0000,0.0000,0.0000,0.4710,-2.95157805,-3.59740226,1.05578278,-0.36158354,-1.41736632
180,180,0,3,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,-2.82310491,-3.48934103,1.18425592,-0.25352231,-1.43777823
181,181,0,3,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4780,0.0000,0.0000,0.0000,0.0000,0.0000,0.4780,-2.82310137,-3.48934048,1.18425946,-0.25352176,-1.43778122
182,182,0,3,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.61814540,-3.25745504,1.38921543,-0.02163632,-1.41085175
183,183,0,3,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4850,0.0000,0.0000,0.0000,0.0000,0.0000,0.4850,-2.61814173,-3.25745487,1.38921910,-0.02163615,-1.41085525
184,184,0,3,22,0.0000,0.0020,0.0390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0140,0.0000,0.0000,0.0000,0.0560,-2.42847637,-2.71277442,1.57888446,0.52304430,-1.05584016
185,185,0,3,23,0.0000,0.0010,0.0490,0.0000,0.0000,0.0000,0.0000,0.0000,0.2720,0.0540,0.0000,0.0000,0.0000,0.0000,0.3760,-2.42847279,-2.71277279,1.57888804,0.52304593,-1.05584211
186,186,0,3,24,0.0000,0.0000,0.1770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.0000,0.0000,0.0000,0.2000,-1.49018514,-1.79475841,2.51717569,1.44106031,-1.07611538
187,187,0,3,25,0.0000,0.0000,0.1770,0.0000,0.0000,0.0000,0.0000,0.0000,0.2570,0.0000,0.0000,0.0000,0.0000,0.0000,0.4340,-1.49018095,-1.79475603,2.51717988,1.44106269,-1.07611719
188,188,0,3,26,0.0000,0.0000,0.1140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1140,-0.43399039,-0.52317156,3.57337044,2.71264716,-0.86072328
189,189,0,3,27,0.0000,0.0000,0.1140,0.0000,0.0000,0.0000,0.0000,0.0000,0.2630,0.0590,0.0000,0.0000,0.0000,0.0000,0.4360,-0.43398630,-0.52316985,3.57337453,2.71264887,-0.86072566
190,190,0,3,28,0.0000,0.0170,0.1680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0020,0.0230,0.0000,0.0000,0.0000,0.2140,2.01863995,3.20381790,6.02600078,6.43963662,0.41363584
191,191,0,3,29,0.0000,0.0370,0.0780,0.0000,0.0000,0.0000,0.0000,0.0000,0.1310,0.0430,0.0010,0.0000,0.0000,0.0000,0.2900,2.01864419,3.20382112,6.02600502,6.43963984,0.41363482
192,192,0,3,30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0220,0.0000,0.0000,0.0000,0.0620,4.78392342,5.94147672,8.79128425,9.17729544,0.38601119
193,193,0,3,31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.1300,0.0000,0.0000,0.0000,0.1360,4.78392636,5.94147922,8.79128719,9.17729794,0.38601075
194,194,0,3,32,0.0000,0.0000,0.0660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0860,6.72095606,8.44619327,10.72831689,11.68201199,0.95369510
195,195,0,3,33,0.0000,0.0000,0.0660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0310,0.2070,0.0000,0.0000,0.0000,0.0000,0.3040,6.72096153,8.44619768,10.72832236,11.68201640,0.95369404
196,196,0,3,34,0.0000,0.0000,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0870,7.59881752,8.90242459,11.60617835,12.13824331,0.53206496
197,197,0,3,35,0.0000,0.0000,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0990,0.0000,0.0000,0.0000,0.1230,7.59881819,8.90242520,11.60617902,12.13824392,0.53206490
198,198,0,3,36,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0130,0.0110,0.0730,0.0000,0.0000,0.0000,0.1270,8.38407854,9.83961567,12.39143937,13.07543439,0.68399502
199,199,0,3,37,0.0000,0.0000,0.0290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0150,0.0510,0.0000,0.0000,0.0000,0.1140,8.38408008,9.83961710,12.39144091,13.07543582,0.68399491
200,200,0,3,38,0.0000,0.0010,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.1050,0.0110,0.0000,0.0000,0.0000,0.1300,12.30816113,13.97725506,16.31552196,17.21307378,0.89755182
201,201,0,3,39,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0110,0.1030,0.0000,0.0000,0.0000,0.1250,12.30816303,13.97725665,16.31552386,17.21307537,0.89755151
202,202,0,3,40,0.0000,0.0000,0.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.2610,13.00220861,14.85989890,17.00956944,18.09571762,1.08614818
203,203,0,3,41,0.0000,0.0000,0.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0270,0.0000,0.0000,0.0000,0.0000,0.0940,13.00221195,14.85990514,17.00957278,18.09572386,1.08615108
204,204,0,3,42,0.0000,0.0000,0.0460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0670,13.21904156,14.86664022,17.22640239,18.10245894,0.87605655
205,205,0,3,43,0.0000,0.0000,0.0460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1280,0.0000,0.0000,0.0000,0.1740,13.21904861,14.86664448,17.22640944,18.10246320,0.87605376
206,206,0,3,44,0.0000,0.0000,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0000,0.0000,0.0000,0.0250,13.58969596,15.00099900,17.59705679,18.23681772,0.63976093
207,207,0,3,45,0.0000,0.0000,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0830,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,13.58969859,15.00100103,17.59705942,18.23681975,0.63976033
208,208,0,3,46,0.0000,0.0250,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0930,0.0000,0.0070,0.0000,0.0000,0.0000,0.1320,17.05341323,18.79138780,21.06077406,22.02720652,0.96643246
209,209,0,3,47,0.0000,0.0060,0.0310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0630,0.0000,0.0000,0.0000,0.1100,17.05341556,18.79139072,21.06077639,22.02720944,0.96643305
210,210,0,3,48,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0310,18.03903299,19.72509773,22.04639382,22.96091645,0.91452263
211,211,0,3,49,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1990,0.0000,0.0000,0.0000,0.2050,18.03903541,19.72510137,22.04639624,22.96092009,0.91452385
212,212,0,3,50,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0520,0.0000,0.0100,0.0000,0.0000,0.0000,0.0620,18.19082797,19.77548155,22.19818880,23.01130027,0.81311147
213,213,0,3,51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,0.0000,0.0160,0.0000,0.0000,0.0000,0.0500,18.19083142,19.77548288,22.19819225,23.01130160,0.81310935
214,214,0,3,52,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0970,0.0550,0.0000,0.0000,0.0000,0.0000,0.1570,20.28074195,21.99858375,24.28810278,25.23440247,0.94629969
215,215,0,3,53,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0070,20.28074240,21.99858494,24.28810323,25.23440366,0.94630043
216,216,0,4,0,0.0000,0.3690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0100,0.0000,0.0000,0.0000,0.0000,0.3940,-18.37797364,-20.05413114,-14.37061281,-16.81831242,-2.44769961
217,217,0,4,1,0.0000,0.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0120,0.0000,0.0000,0.0000,0.4030,-17.87248738,-19.51674601,-13.86512655,-16.28092729,-2.41580074
218,218,0,4,2,0.0000,0.0000,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.1610,0.0230,0.0000,0.0000,0.0000,0.0000,0.3460,-6.27250588,-6.84846511,-2.26514505,-3.61264639,-1.34750134
219,219,0,4,3,0.0000,0.0000,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.2250,-6.27249394,-6.84846195,-2.26513311,-3.61264323,-1.34751012
220,220,0,4,4,0.0000,0.0010,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.1090,0.0120,0.0020,0.0000,0.0000,0.0000,0.2860,-6.23835128,-6.81042204,-2.23099045,-3.57460332,-1.34361287
221,221,0,4,5,0.0000,0.0010,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.1150,0.0210,0.0060,0.0000,0.0000,0.0000,0.2190,-4.19410451,-4.79861850,-0.18674368,-1.56279978,-1.37605610
222,222,0,4,6,0.0000,0.0000,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.1660,0.0000,0.0020,0.0000,0.0000,0.0000,0.2960,-4.14143878,-4.67333564,-0.13407795,-1.43751692,-1.30343897
223,223,0,4,7,0.0000,0.0000,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0990,0.0000,0.0180,0.0000,0.0000,0.0000,0.2450,-4.14143464,-4.67333382,-0.13407381,-1.43751510,-1.30344129
224,224,0,4,8,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.1430,0.0260,0.0010,0.0000,0.0000,0.0000,0.1900,-4.13130208,-4.63775604,-0.12394125,-1.40193732,-1.27799607
225,225,0,4,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2190,0.0000,0.0000,0.0000,0.0000,0.0000,0.2190,-3.93075951,-4.52468783,0.07660132,-1.28886911,-1.36547043
226,226,0,4,10,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.2180,0.0010,0.0000,0.0000,0.0000,0.0000,0.2220,-3.76916801,-4.41388554,0.23819282,-1.17806682,-1.41625964
227,227,0,4,11,0.0000,0.0020,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.1260,0.0010,0.0110,0.0000,0.0000,0.0000,0.2900,-3.51353832,-3.98689955,0.49382251,-0.75108083,-1.24490334
228,228,0,4,12,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.2130,0.0000,0.0000,0.0000,0.0000,0.0000,0.3030,-3.36857505,-3.92477759,0.63878578,-0.68895887,-1.32774465
229,229,0,4,13,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.1180,0.0030,0.0130,0.0000,0.0000,0.0000,0.2240,-3.36856755,-3.92477618,0.63879328,-0.68895746,-1.32775074
230,230,0,4,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.2370,-2.97023835,-3.64427262,1.03712248,-0.40845390,-1.44557638
231,231,0,4,15,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.2410,-2.90208346,-3.50751472,1.10527737,-0.27169600,-1.37697337
232,232,0,4,16,0.0000,0.0010,0.0510,0.0000,0.0000,0.0000,0.0000,0.0000,0.1990,0.0010,0.0040,0.0000,0.0000,0.0000,0.2560,-2.89514571,-3.39586627,1.11221512,-0.16004755,-1.27226267
233,233,0,4,17,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.3440,0.0000,0.0010,0.0000,0.0000,0.0000,0.3510,-2.76390785,-3.39456385,1.24345298,-0.15874513,-1.40219811
234,234,0,4,18,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.1290,0.0000,0.0000,0.0000,0.0000,0.0000,0.1350,-2.76388895,-3.39456164,1.24347188,-0.15874292,-1.40221480
235,235,0,4,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,-2.70645312,-3.36244762,1.30090771,-0.12662890,-1.42753661
